112.200.223.65 - - [18/Jul/2010:06:26:00 -0400] "GET /ece242/examples/HelloWorld.java HTTP/1.1" 404 335 "http://www.ecs.umass.edu/ece/ece122/help/setenvironment.htm" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; InfoPath.2)"
207.46.195.226 - - [13/Jul/2010:19:44:59 -0400] "GET /mnilpub/papers/jxia-globecom04.pdf HTTP/1.1" 200 266533 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
220.181.7.90 - - [13/Jul/2010:19:45:14 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
123.116.121.197 - - [13/Jul/2010:19:48:11 -0400] "GET /~jqiu/ HTTP/1.1" 404 319 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
128.119.100.153 - - [13/Jul/2010:20:28:23 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [13/Jul/2010:20:28:23 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [13/Jul/2010:20:28:23 -0400] "GET /~yliao/pmwiki/ HTTP/1.0" 200 2810 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
67.195.113.245 - - [13/Jul/2010:20:31:07 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [13/Jul/2010:20:31:07 -0400] "GET /~yliao/html/paper/?S=D HTTP/1.0" 200 817 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
207.46.204.227 - - [13/Jul/2010:20:32:48 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
67.195.113.245 - - [13/Jul/2010:20:38:12 -0400] "GET /course/ece242Spring2003/slides/_vti_cnf/lect-queue.ppt HTTP/1.0" 404 350 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
123.125.66.87 - - [13/Jul/2010:20:38:54 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.92 - - [13/Jul/2010:20:46:36 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.43 - - [13/Jul/2010:20:47:48 -0400] "GET / HTTP/1.1" 200 202 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.110 - - [13/Jul/2010:20:48:10 -0400] "GET /html/ HTTP/1.1" 200 1360 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
207.46.204.227 - - [13/Jul/2010:20:50:31 -0400] "GET /ece242 HTTP/1.1" 404 316 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
201.110.137.108 - - [13/Jul/2010:20:55:16 -0400] "GET /mnilpub/papers/energy-final.pdf HTTP/1.1" 206 122489 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
67.195.113.245 - - [13/Jul/2010:21:24:10 -0400] "GET /~gao/ece697_05/slides/lect-01.02-RoutingProtocol.ppt HTTP/1.0" 404 355 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
66.249.67.120 - - [13/Jul/2010:21:24:52 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.67.120 - - [13/Jul/2010:21:24:52 -0400] "GET /mnilpub/papers/dpillar-icccn10.pdf HTTP/1.1" 200 178867 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.46.13.146 - - [13/Jul/2010:21:28:18 -0400] "GET /html/research/index.html HTTP/1.1" 304 - "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
123.125.66.125 - - [13/Jul/2010:21:35:44 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
201.110.137.108 - - [13/Jul/2010:21:44:19 -0400] "GET /mnilpub/papers/energy-final.pdf HTTP/1.1" 206 122489 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
220.181.7.17 - - [13/Jul/2010:21:46:33 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
207.46.204.235 - - [13/Jul/2010:21:57:49 -0400] "GET /mnilpub/papers/jxia-JCS-wormdetection.pdf HTTP/1.1" 200 433980 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
65.55.37.202 - - [13/Jul/2010:22:08:09 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
60.20.224.165 - - [13/Jul/2010:22:19:31 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; 360SE; 360SE)"
60.20.224.165 - - [13/Jul/2010:22:19:29 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.1" 200 192801 "http://www-unix.ecs.umass.edu/~lgao/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; 360SE)"
60.20.224.165 - - [13/Jul/2010:22:21:08 -0400] "GET /~gao/paper/final.ppt HTTP/1.1" 404 329 "http://www-unix.ecs.umass.edu/~lgao/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; 360SE)"
60.20.224.165 - - [13/Jul/2010:22:21:08 -0400] "GET /~gao/paper/imc_final.pdf HTTP/1.1" 404 332 "http://www-unix.ecs.umass.edu/~lgao/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; 360SE)"
60.20.224.165 - - [13/Jul/2010:22:21:08 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.1" 200 192801 "http://www-unix.ecs.umass.edu/~lgao/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; 360SE)"
207.46.13.51 - - [13/Jul/2010:22:25:19 -0400] "GET /mnilpub/papers/transient.pdf HTTP/1.1" 200 281935 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
60.20.224.165 - - [13/Jul/2010:22:26:07 -0400] "GET /~gao/paper/imc_final.pdf HTTP/1.1" 404 332 "http://www-unix.ecs.umass.edu/~lgao/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; 360SE)"
208.80.193.121 - - [13/Jul/2010:22:41:26 -0400] "GET /~gao/paper/final.ppt HTTP/1.0" 404 425 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; FunWebProducts; .NET CLR 1.0.3705; .NET CLR 1.1.4322; ZangoToolbar 4.8.3)"
220.181.7.120 - - [13/Jul/2010:22:43:18 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
123.125.66.63 - - [13/Jul/2010:22:46:18 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
67.195.113.245 - - [13/Jul/2010:22:59:34 -0400] "GET /~yliao/html/fun.wik.html HTTP/1.0" 200 662 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [13/Jul/2010:22:59:36 -0400] "GET /~yliao/html/blue.css HTTP/1.0" 304 - "http://rio.ecs.umass.edu/~yliao/html/fun.wik.html" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
128.177.10.252 - - [13/Jul/2010:22:59:54 -0400] "GET /~yliao/pmwiki/index.php%3fn=Main.CurriculumVitae HTTP/1.1" 404 451 "http://search.yahoo.com/search?p=intitle%3A%22CV+OF%22+PROJECT+-intitle%3Aexample+-intitle%3Asample&n=100&ei=UTF-8&va_vt=any&vo_vt=any&ve_vt=any&vp_vt=any&vd=m3&vst=0&vf=all&vc=us&vm=r&fl=1&vl=lang_en&fr=ush-&xargs=0&pstart=1&b=101&xa=4EcBIY1FvvbR2dR7GQUBDQ--,1279162531" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; SV1; .NET CLR 2.0.50727)"
175.176.163.18 - - [13/Jul/2010:23:16:43 -0400] "GET /course/ece242Spring2003/assignments/prog04/Queue.doc HTTP/1.1" 404 350 "http://pdfdatabase.com/download/queue-doc-8509764.html" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
175.176.163.18 - - [13/Jul/2010:23:16:43 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
66.235.124.13 - - [13/Jul/2010:23:21:08 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "Mozilla/5.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)"
66.235.124.13 - - [13/Jul/2010:23:21:08 -0400] "GET /mnilpub/papers/energy-final.pdf HTTP/1.1" 200 155044 "-" "Mozilla/5.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)"
123.125.66.62 - - [13/Jul/2010:23:38:08 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.130 - - [13/Jul/2010:23:38:41 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
67.195.113.245 - - [13/Jul/2010:23:39:14 -0400] "GET /course/ece122spring2009/ HTTP/1.0" 404 330 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
209.191.82.253 - - [13/Jul/2010:23:56:58 -0400] "GET /robots.txt HTTP/1.0" 404 415 "-" "Nokia6682/2.0 (3.01.1) SymbianOS/8.0 Series60/2.6 Profile/MIDP-2.0 configuration/CLDC-1.1 UP.Link/6.3.0.0.0 (compatible;YahooSeeker/M1A1-R2D2; http://help.yahoo.com/help/us/ysearch/crawling/crawling-01.html)"
67.195.113.245 - - [14/Jul/2010:00:01:40 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.CVS HTTP/1.0" 200 3293 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [14/Jul/2010:00:01:42 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.0" 304 - "http://rio.ecs.umass.edu/~yliao/pmwiki/index.php?n=Misc.CVS" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
128.177.10.252 - - [14/Jul/2010:00:02:50 -0400] "GET /~yliao/pmwiki/index.php%3fn=Main.CurriculumVitae HTTP/1.1" 404 451 "http://search.yahoo.com/search?n=100&ei=UTF-8&va_vt=any&vo_vt=any&ve_vt=any&vp_vt=any&vd=m3&vst=0&vf=all&vc=us&vm=r&fl=1&vl=lang_en&fr=ush-&p=intitle%3A%22CV+OF%22+SOFTWARE+-intitle%3Aexample+-intitle%3Asample&vs=" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; SV1; .NET CLR 2.0.50727)"
66.249.67.120 - - [14/Jul/2010:00:21:17 -0400] "GET /download.htm HTTP/1.1" 404 321 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
212.65.2.130 - - [14/Jul/2010:00:23:58 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:24:00 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:24:04 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:24:06 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:24:06 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:24:11 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:32:37 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:32:40 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:32:43 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:32:43 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:32:43 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:32:46 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
123.125.66.124 - - [14/Jul/2010:00:37:28 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.67 - - [14/Jul/2010:00:37:41 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
212.65.2.130 - - [14/Jul/2010:00:41:08 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:41:11 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:41:14 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:41:15 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:41:15 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:41:17 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
66.249.67.120 - - [14/Jul/2010:00:44:33 -0400] "GET /course/ece122spring2009/lectures/lect11/lect10-ece122_spring2008.pdf HTTP/1.1" 404 350 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
147.46.216.213 - - [14/Jul/2010:00:48:49 -0400] "GET /html/people/index.html HTTP/1.1" 200 1582 "-" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.5.24 Version/10.53"
147.46.216.213 - - [14/Jul/2010:00:48:51 -0400] "GET /html/people/index.css HTTP/1.1" 200 891 "http://rio.ecs.umass.edu/html/people/index.html" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.5.24 Version/10.53"
147.46.216.213 - - [14/Jul/2010:00:48:54 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "http://rio.ecs.umass.edu/html/people/index.html" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.5.24 Version/10.53"
212.65.2.130 - - [14/Jul/2010:00:50:03 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:50:07 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:50:09 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:50:10 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:50:10 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:50:13 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
210.212.179.144 - - [14/Jul/2010:00:54:04 -0400] "GET / HTTP/1.1" 200 202 "http://www.ecs.umass.edu/index.pl?id=4601" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:04 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:05 -0400] "GET /html/ HTTP/1.1" 200 1360 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:06 -0400] "GET /html/umass_logo.gif HTTP/1.1" 200 882 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:06 -0400] "GET /html/balloon.jpg HTTP/1.1" 200 33440 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:06 -0400] "GET /html/science.jpg HTTP/1.1" 200 20137 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:31 -0400] "GET /html/introduction/index.html HTTP/1.1" 200 930 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:31 -0400] "GET /html/introduction/index.css HTTP/1.1" 200 891 "http://rio.ecs.umass.edu/html/introduction/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:54 -0400] "GET /html/people/index.html HTTP/1.1" 200 1582 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:54:54 -0400] "GET /html/people/index.css HTTP/1.1" 200 891 "http://rio.ecs.umass.edu/html/people/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:55:51 -0400] "GET /html/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:55:56 -0400] "GET /html/research/index.html HTTP/1.1" 200 1753 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:55:57 -0400] "GET /html/research/index.css HTTP/1.1" 200 891 "http://rio.ecs.umass.edu/html/research/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:57:04 -0400] "GET /publication/ HTTP/1.1" 404 322 "http://rio.ecs.umass.edu/html/research/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:57:14 -0400] "GET /publication/index.html HTTP/1.1" 404 328 "http://rio.ecs.umass.edu/html/research/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:00:57:22 -0400] "GET /publication/index.html HTTP/1.1" 404 328 "http://rio.ecs.umass.edu/html/research/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
212.65.2.130 - - [14/Jul/2010:00:58:34 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.1" 200 2862 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:58:37 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:58:41 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:58:42 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:58:42 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
212.65.2.130 - - [14/Jul/2010:00:58:44 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60"
210.212.179.144 - - [14/Jul/2010:01:00:22 -0400] "GET /mnilpub/papers/jxia-globecom04.pdf HTTP/1.1" 200 266533 "http://rio.ecs.umass.edu/html/research/index.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
210.212.179.144 - - [14/Jul/2010:01:00:24 -0400] "GET /mnilpub/papers/jxia-globecom04.pdf HTTP/1.1" 206 248205 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3"
66.249.67.120 - - [14/Jul/2010:01:01:39 -0400] "GET /~yliao/pmwiki/index.php?n=Main.CurriculumVitae HTTP/1.1" 200 5531 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
207.46.199.44 - - [14/Jul/2010:01:02:26 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
128.119.100.152 - - [14/Jul/2010:01:11:58 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [14/Jul/2010:01:11:58 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Vim HTTP/1.0" 200 2862 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
66.249.67.120 - - [14/Jul/2010:01:13:51 -0400] "GET /~yliao/html/research.wik.html HTTP/1.1" 200 1741 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.67.120 - - [14/Jul/2010:01:16:30 -0400] "GET /publication.htm HTTP/1.1" 404 324 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
128.119.100.152 - - [14/Jul/2010:01:17:54 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Emacs HTTP/1.0" 200 2398 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [14/Jul/2010:01:23:12 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Language HTTP/1.0" 200 2152 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.152 - - [14/Jul/2010:01:25:03 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Bash HTTP/1.0" 200 2617 "-" "gsa-crawler (Enterprise; S5-EY25PTT6T2NAA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
